month,channel,is_complete_month,cost,leads,first_order_orders,first_order_users_proxy,first_order_revenue,first_order_formal_revenue,first_order_net_revenue,first_order_refund_revenue,repeat_leads,repeat_leads_90d,cac,cac_rate,first_order_conversion_rate,channel_roi,repeat_lead_rate,repeat_lead_rate_90d
2025-07,私域-腾讯加粉,False,0.00000000,43,0,0,0.00000000,0.00000000,0.00000000,0.00000000,1,0,,,0.00000000,,0.02325581,0.00000000
2025-07,穿山甲,False,290971.33000000,2343,106,106,200355.00000000,196315.00000000,194435.00000000,1880.00000000,20,2,2745.01254717,1.49649667,0.04524114,0.68857299,0.00853606,0.00085361
2025-07,网易质云-DX-短信TMK,False,0.00000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,1,0,,,0.00000000,,1.00000000,0.00000000
2025-07,美丽课堂-SP-短直视频,False,0.00000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-07,耀火网络-DY-短直视频,False,894.24000000,24,1,1,880.00000000,880.00000000,880.00000000,0.00000000,1,0,894.24000000,1.01618182,0.04166667,0.98407586,0.04166667,0.00000000
2025-07,联合公众号,False,266564.34000000,1761,69,69,134460.45000000,133916.00000000,132686.45000000,1229.55000000,52,0,3863.25130435,2.00897936,0.03918228,0.50442025,0.02952868,0.00000000
2025-07,联合微信,False,39741.96000000,210,11,11,21424.00000000,21004.00000000,21004.00000000,0.00000000,9,4,3612.90545455,1.89211388,0.05238095,0.53907759,0.04285714,0.01904762
2025-07,联合视频号,False,1924.83000000,6,0,0,36.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,0.01870295,0.00000000,0.00000000
2025-07,腾讯搜索,False,44.35000000,2,0,0,12.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,0.27057497,0.00000000,0.00000000
2025-07,萍乡蓝江-G-视频号,False,4216.63000000,12,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,0.00000000,0.00000000,0.00000000
2025-07,董文立老师-DY-短直视频,False,21180.88000000,231,10,10,22562.00000000,22562.00000000,22562.00000000,0.00000000,10,0,2118.08800000,0.93878557,0.04329004,1.06520598,0.04329004,0.00000000
2025-07,蒲公英-H-小红书,False,3476.80000000,24,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,0.00000000,0.00000000,0.00000000
2025-07,视频号,False,15523796.48000000,85032,4736,4736,9414558.97000000,9132798.45000000,9021363.86000000,111434.59000000,9153,313,3277.82864865,1.72078155,0.05569668,0.60645983,0.10764183,0.00368097
2025-07,视频号-免费,False,0.44000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,0.00000000,0.00000000,0.00000000
2025-07,视频号直播,False,257939.19000000,1447,81,81,175619.71000000,178174.00000000,175619.71000000,2554.29000000,131,28,3184.43444444,1.46873714,0.05597789,0.68085703,0.09053214,0.01935038
2025-07,赵老师太极-SP-短直视频,False,0.00000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-07,车行易-SY-私域社群,False,0.00000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-07,达人种草-H-小红书蒲公英,False,10887.18000000,11,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,0.00000000,0.00000000,0.00000000
2025-07,遂昌-DY-短直视频,False,0.00000000,112,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-07,重庆唱歌直播机构达人-DY-短直视频,False,38708.33000000,1075,19,19,37620.00000000,37620.00000000,37620.00000000,0.00000000,5,0,2037.28052632,1.02892956,0.01767442,0.97188383,0.00465116,0.00000000
2025-07,钟雷老师音乐课堂-DY-短直视频,False,0.00000000,27,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-07,长沙昕娱-DY-短直视频,False,58307.26000000,2367,14,14,28402.00000000,28402.00000000,28402.00000000,0.00000000,6,0,4164.80428571,2.05292796,0.00591466,0.48710915,0.00253485,0.00000000
2025-07,长沙瑷珲-DY-短直视频,False,0.00000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-07,长沙瑷珲-SP-短直视频,False,0.00000000,57,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-07,鹿邑-摄影粉-DY-直播,False,181130.36000000,5495,89,89,178838.50000000,178834.20000000,178834.20000000,0.00000000,6,0,2035.17258427,1.01283960,0.01619654,0.98734690,0.00109190,0.00000000
2025-08,-,True,0.00000000,69,3,3,6104.00000000,6540.00000000,6104.00000000,436.00000000,56,56,0.00000000,0.00000000,0.04347826,,0.81159420,0.81159420
2025-08,360,True,265481.80000000,3454,66,66,124553.00000000,124553.00000000,124553.00000000,0.00000000,51,9,4022.45151515,2.13147656,0.01910828,0.46915834,0.01476549,0.00260567
2025-08,CX老师-SY-其他异业,True,0.00000000,15,1,1,2254.50000000,2180.00000000,2180.00000000,0.00000000,0,0,0.00000000,0.00000000,0.06666667,,0.00000000,0.00000000
2025-08,CZ-G-公众号,True,0.00000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,Facebook,True,219833.43000000,1154,32,32,60160.00000000,60160.00000000,60160.00000000,0.00000000,1,1,6869.79468750,3.65414611,0.02772964,0.27366174,0.00086655,0.00086655
2025-08,GDT,True,8804825.91000000,48309,2714,2714,5231574.24000000,5182357.10000000,5128193.44000000,54163.66000000,3631,74,3244.22472734,1.71694497,0.05618001,0.59417123,0.07516198,0.00153181
2025-08,GG-厦门艺游,True,0.00000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,HW-亚德,True,94.59000000,1,0,0,1.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,0.01057194,0.00000000,0.00000000
2025-08,HW-聚力,True,835.87000000,6,1,1,886.00000000,880.00000000,880.00000000,0.00000000,0,0,835.87000000,0.94985227,0.16666667,1.05997344,0.00000000,0.00000000
2025-08,LZF老师-SY-其他异业,True,11326.81000000,58,11,11,23399.00000000,23399.00000000,23399.00000000,0.00000000,0,0,1029.71000000,0.48407240,0.18965517,2.06580670,0.00000000,0.00000000
2025-08,NG快鸟-XCX-垂直应用,True,35984.94000000,3107,11,11,23080.00000000,23080.00000000,23080.00000000,0.00000000,241,13,3271.35818182,1.55913951,0.00354039,0.64137942,0.07756678,0.00418410
2025-08,OP-微驰,True,189.18000000,2,0,0,2.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,0.01057194,0.00000000,0.00000000
2025-08,OP-新锐,True,0.00000000,3,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,PQ-P-垂直应用,True,1788668.12000000,113959,883,883,1620081.31000000,1646924.20000000,1619789.31000000,27134.89000000,4171,244,2025.67171008,1.10425974,0.00774840,0.90574729,0.03660088,0.00214112
2025-08,PQ卡锐-P-垂直应用,True,93055.30000000,4818,37,37,67445.99000000,71146.00000000,67445.99000000,3700.01000000,10,0,2515.00810811,1.37970100,0.00767954,0.72479472,0.00207555,0.00000000
2025-08,PQ快鸟-P-垂直应用,True,30079.25000000,2303,6,6,8999.00000000,8999.00000000,8999.00000000,0.00000000,774,56,5013.20833333,3.34251028,0.00260530,0.29917634,0.33608337,0.02431611
2025-08,PQ龙特星-P-垂直应用,True,296099.70000000,15742,148,148,287332.50000000,291568.00000000,287332.50000000,4235.50000000,47,1,2000.67364865,1.03051239,0.00940160,0.97039105,0.00298564,0.00006352
2025-08,PQ龙特星辰-P-垂直应用,True,6723.50000000,208,1,1,2380.00000000,2380.00000000,2380.00000000,0.00000000,11,1,6723.50000000,2.82500000,0.00480769,0.35398230,0.05288462,0.00480769
2025-08,WB-武汉优嘉,True,27805.31000000,113,4,4,6502.00000000,8920.00000000,6390.00000000,2530.00000000,4,0,6951.32750000,4.35137872,0.03539823,0.23384023,0.03539823,0.00000000
2025-08,XM-亚德,True,54091.06000000,558,13,13,22440.00000000,22440.00000000,22440.00000000,0.00000000,14,1,4160.85076923,2.41047504,0.02329749,0.41485599,0.02508961,0.00179211
2025-08,ip抖音预约,True,0.00000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,ip视频号,True,0.00000000,6,0,0,0.00000000,0.00000000,0.00000000,0.00000000,1,0,,,0.00000000,,0.16666667,0.00000000
2025-08,oppo,True,79416.50000000,656,14,14,23195.00000000,22539.00000000,22539.00000000,0.00000000,24,2,5672.60714286,3.52351480,0.02134146,0.29206777,0.03658537,0.00304878
2025-08,vivo,True,162272.68000000,1481,35,35,58327.25000000,59083.00000000,56862.20000000,2220.80000000,62,21,4636.36228571,2.85378828,0.02363268,0.35943974,0.04186361,0.01417961
2025-08,一杯星光-dy-短直视频,True,0.00000000,39,0,0,0.00000000,0.00000000,0.00000000,0.00000000,2,0,,,0.00000000,,0.05128205,0.00000000
2025-08,七颗星-H-小红书,True,0.00000000,1,0,0,1.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,三金手机摄影教学-sp-短直视频,True,62607.55000000,484,39,39,77828.40000000,80058.00000000,77828.40000000,2229.60000000,154,24,1605.32179487,0.80443064,0.08057851,1.24311525,0.31818182,0.04958678
2025-08,上海势居-DX-短信TMK,True,0.00000000,6,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,上海成效-ZF-垂直应用,True,0.00000000,2,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,上海贤胜-SY-私域社群,True,0.00000000,3,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,东升-摄影粉-DY-直播,True,18082.27000000,244,9,9,18084.00000000,18084.00000000,18084.00000000,0.00000000,3,0,2009.14111111,0.99990434,0.03688525,1.00009567,0.01229508,0.00000000
2025-08,东莞聚力-APP-垂直应用,True,70105.88000000,572,23,23,45409.00000000,41977.00000000,41977.00000000,0.00000000,2,0,3048.08173913,1.67010220,0.04020979,0.64772028,0.00349650,0.00000000
2025-08,乐推YK-APP-垂直应用,True,9308.25000000,237,8,8,16262.00000000,14840.00000000,14840.00000000,0.00000000,0,0,1163.53125000,0.62724057,0.03375527,1.74705235,0.00000000,0.00000000
2025-08,互动吧-G-公众号,True,18871.02000000,222,20,20,37888.30000000,37660.00000000,37660.00000000,0.00000000,0,0,943.55100000,0.50108922,0.09009009,2.00775051,0.00000000,0.00000000
2025-08,互选平台-G-公众号,True,0.00000000,5,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,今日头条,True,9667888.84000000,70507,3431,3431,6523775.15000000,6261575.10000000,6217943.15000000,43631.95000000,12927,859,2817.80496648,1.55483712,0.04866183,0.67478798,0.18334350,0.01218319
2025-08,今日头条-免费,True,0.00000000,2,0,0,0.00000000,0.00000000,0.00000000,0.00000000,2,2,,,0.00000000,,1.00000000,1.00000000
2025-08,优酷,True,0.00000000,2,0,0,0.01000000,0.00000000,0.00000000,0.00000000,2,2,,,0.00000000,,1.00000000,1.00000000
2025-08,优量汇,True,9867488.38000000,54120,2606,2606,6046669.17000000,5581612.25000000,5533611.57000000,48000.68000000,1127,49,3786.44987721,1.78319137,0.04815225,0.61278706,0.02082409,0.00090540
2025-08,保定恩木-SP-短直视频,True,0.00000000,7,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,健身气功-短视频-自投,True,0.00000000,40,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,元一-SP-短直视频,True,0.00000000,188,1,1,2180.00000000,2180.00000000,2180.00000000,0.00000000,1,0,0.00000000,0.00000000,0.00531915,,0.00531915,0.00000000
2025-08,公众号,True,1968604.06000000,11865,726,726,1369864.73000000,1370700.00000000,1353498.73000000,17201.27000000,1505,15,2711.57584022,1.45445579,0.06118837,0.69585589,0.12684366,0.00126422
2025-08,凌凌3-H-小红书,True,0.00000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,剧Y-G-公众号,True,1077.90000000,22,0,0,23.30000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,0.02161611,0.00000000,0.00000000
2025-08,北海-摄影粉-DY-直播,True,204062.84000000,5164,90,90,180381.70000000,180979.00000000,180379.00000000,600.00000000,11,0,2267.36488889,1.13130043,0.01742835,0.88395173,0.00213013,0.00000000
2025-08,北海-直播粉-新-DY-短直视频,True,0.00000000,2,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,北海分部-dy-短直视频,True,6254.08000000,86,3,3,6540.00000000,6740.00000000,6540.00000000,200.00000000,28,4,2084.69333333,0.95628135,0.03488372,1.04571736,0.32558140,0.04651163
2025-08,千川直播,True,1251328.36000000,9290,156,156,259551.00000000,261618.20000000,259551.00000000,2067.20000000,1222,96,8021.33564103,4.82112710,0.01679225,0.20742038,0.13153929,0.01033369
2025-08,千川直播-获客,True,0.00000000,61,3,3,7640.00000000,7640.00000000,7640.00000000,0.00000000,3,0,0.00000000,0.00000000,0.04918033,,0.04918033,0.00000000
2025-08,华一堂-SP-短直视频,True,0.00000000,7,1,1,1880.00000000,1880.00000000,1880.00000000,0.00000000,0,0,0.00000000,0.00000000,0.14285714,,0.00000000,0.00000000
2025-08,华为-东莞聚力,True,6071.82000000,47,2,2,3081.00000000,3060.00000000,3060.00000000,0.00000000,3,1,3035.91000000,1.98425490,0.04255319,0.50742611,0.06382979,0.02127660
2025-08,华为亚德,True,309587.20000000,2760,157,157,293590.75000000,294823.00000000,291369.75000000,3453.25000000,169,53,1971.89299363,1.06252348,0.05688406,0.94832974,0.06123188,0.01920290
2025-08,南昌微动-G-公众号,True,214775.62000000,1870,80,80,177306.90000000,176032.00000000,176032.00000000,0.00000000,19,1,2684.69525000,1.22009419,0.04278075,0.82554482,0.01016043,0.00053476
2025-08,南昌高森-G-公众号,True,20168.46000000,139,4,4,9252.00000000,9120.00000000,9120.00000000,0.00000000,0,0,5042.11500000,2.21145395,0.02877698,0.45873607,0.00000000,0.00000000
2025-08,南昌高森-G-视频号,True,47547.22000000,1374,14,14,29337.00000000,29320.00000000,29320.00000000,0.00000000,0,0,3396.23000000,1.62166508,0.01018923,0.61700768,0.00000000,0.00000000
2025-08,南木-H-小红书,True,0.00000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,合肥哲礼-G-公众号,True,7000.60000000,92,2,2,4761.10000000,4760.00000000,4760.00000000,0.00000000,1,0,3500.30000000,1.47071429,0.02173913,0.68009885,0.01086957,0.00000000
2025-08,向日葵妈妈-XCX-垂直应用,True,0.00000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,周理健康管理-SY-私域社群,True,0.00000000,4,1,1,880.40000000,880.00000000,880.00000000,0.00000000,0,0,0.00000000,0.00000000,0.25000000,,0.00000000,0.00000000
2025-08,品牌活动,True,0.00000000,11,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,喜马拉雅,True,128667.91000000,1470,67,67,128694.00000000,132334.00000000,128694.00000000,3640.00000000,35,11,1920.41656716,0.99979727,0.04557823,1.00020277,0.02380952,0.00748299
2025-08,喜鹊-XCX-垂直应用,True,95296.62000000,6834,44,44,80220.00000000,80220.00000000,80220.00000000,0.00000000,77,2,2165.83227273,1.18794091,0.00643840,0.84179271,0.01126719,0.00029265
2025-08,增量组,True,0.00000000,234,0,0,0.00000000,0.00000000,0.00000000,0.00000000,2,0,,,0.00000000,,0.00854701,0.00000000
2025-08,存量MVP,True,8947.67000000,576,16,16,27079.00000000,27074.00000000,27074.00000000,0.00000000,54,48,559.22937500,0.33048940,0.02777778,3.02637446,0.09375000,0.08333333
2025-08,安徽汇昌-G-公众号,True,0.00000000,1,0,0,1.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,安徽煜旻-G-公众号,True,135878.74000000,1125,45,45,89084.80000000,90786.00000000,88908.80000000,1877.20000000,4,0,3019.52755556,1.52829349,0.04000000,0.65561986,0.00355556,0.00000000
2025-08,安徽煜旻-G-视频号,True,29207.44000000,1377,25,25,46238.00000000,46238.00000000,46238.00000000,0.00000000,3,1,1168.29760000,0.63167611,0.01815541,1.58308979,0.00217865,0.00072622
2025-08,安徽煦展-G-公众号,True,0.00000000,5,0,0,5.50000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,安阳顺弘-G-公众号,True,6042.25000000,19,2,2,3263.30000000,3260.00000000,3260.00000000,0.00000000,0,0,3021.12500000,1.85345092,0.10526316,0.54008027,0.00000000,0.00000000
2025-08,寒冰-sp-短直视频,True,0.00000000,5,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,小徐老师手机摄影-摄影粉-DY-直播,True,26207.37000000,752,14,14,28820.20000000,28820.00000000,28820.00000000,0.00000000,26,10,1871.95500000,0.90934663,0.01861702,1.09969829,0.03457447,0.01329787
2025-08,小文老师教音乐-sp-短直视频,True,0.00000000,49,0,0,0.00000000,0.00000000,0.00000000,0.00000000,1,0,,,0.00000000,,0.02040816,0.00000000
2025-08,小来早晚安-G-公众号,True,0.00000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,小程序,True,6658977.99000000,30967,2034,2034,3968916.03000000,3767801.00000000,3715163.43000000,52637.57000000,9356,88,3273.83382006,1.79237821,0.06568282,0.59602480,0.30212807,0.00284173
2025-08,小红书,True,7106535.59000000,36609,2222,2222,4478771.98000000,4507905.00000000,4459818.98000000,48086.02000000,481,37,3198.26084158,1.59345830,0.06069546,0.63023282,0.01313885,0.00101068
2025-08,小红书瑜伽,True,0.00000000,6,0,0,0.00000000,0.00000000,0.00000000,0.00000000,2,0,,,0.00000000,,0.33333333,0.00000000
2025-08,小红书直播,True,0.00000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,巨牛传媒-SP-短直视频,True,0.00000000,6,0,0,0.00000000,0.00000000,0.00000000,0.00000000,2,0,,,0.00000000,,0.33333333,0.00000000
2025-08,广州开域-G-视频号,True,37236.56000000,612,11,11,20486.60000000,20480.00000000,20480.00000000,0.00000000,0,0,3385.14181818,1.81819141,0.01797386,0.55017434,0.00000000,0.00000000
2025-08,广州高途-SY-私域/社群,True,0.00000000,3,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,弹码,True,0.00000000,4,0,0,0.00000000,0.00000000,0.00000000,0.00000000,2,0,,,0.00000000,,0.50000000,0.00000000
2025-08,当红文化-SP-短直视频,True,560.00000000,65,0,0,0.00000000,0.00000000,0.00000000,0.00000000,1,0,,,0.00000000,0.00000000,0.01538462,0.00000000
2025-08,微信,True,12671639.48000000,61348,3851,3851,7676465.25000000,7462023.90000000,7399138.15000000,62885.75000000,10657,204,3290.48025967,1.71258317,0.06277303,0.60579890,0.17371389,0.00332529
2025-08,微信-免费,True,0.97000000,2,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,0.00000000,0.00000000,0.00000000
2025-08,微博,True,294111.00000000,1807,77,77,165974.60000000,165503.00000000,164202.60000000,1300.40000000,40,3,3819.62337662,1.79114703,0.04261206,0.56432639,0.02213614,0.00166021
2025-08,快手,True,1439135.84000000,13085,461,461,845835.60000000,799498.00000000,796316.80000000,3181.20000000,1295,91,3121.76971800,1.80724033,0.03523118,0.58773854,0.09896828,0.00695453
2025-08,快手直播,True,0.00000000,952,0,0,0.00000000,0.00000000,0.00000000,0.00000000,5,0,,,0.00000000,,0.00525210,0.00000000
2025-08,快手私信,True,49378.81000000,287,10,10,18357.30000000,17238.00000000,17238.00000000,0.00000000,0,0,4937.88100000,2.86453243,0.03484321,0.37176473,0.00000000,0.00000000
2025-08,念念老师教唱谱-sp-短直视频,True,0.00000000,8,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,抖音,True,26044990.54000000,185775,8279,8279,16054759.62000000,15332877.85000000,15209266.60000000,123611.25000000,13109,1006,3145.91019930,1.71244224,0.04456466,0.61642409,0.07056385,0.00541515
2025-08,抖音-免费,True,0.00000000,84,2,2,3960.00000000,3960.00000000,3960.00000000,0.00000000,25,25,0.00000000,0.00000000,0.02380952,,0.29761905,0.29761905
2025-08,抖音号,True,0.00000000,33,0,0,0.00000000,0.00000000,0.00000000,0.00000000,31,3,,,0.00000000,,0.93939394,0.09090909
2025-08,抖音品专,True,0.00000000,71,0,0,7.10000000,0.00000000,0.00000000,0.00000000,5,2,,,0.00000000,,0.07042254,0.02816901
2025-08,抖音品牌,True,233193.33000000,1665,55,55,107348.00000000,99529.00000000,97448.00000000,2081.00000000,22,8,4239.87872727,2.39300273,0.03303303,0.46033907,0.01321321,0.00480480
2025-08,抖音星图轻运动-DY-短直视频,True,71437.93000000,3530,32,32,68260.00000000,68260.00000000,68260.00000000,0.00000000,449,58,2232.43531250,1.04655626,0.00906516,0.95551481,0.12719547,0.01643059
2025-08,抖音直播,True,737878.07000000,3571,146,146,272596.81000000,256531.00000000,251374.81000000,5156.19000000,518,21,5053.95938356,2.93536998,0.04088491,0.36943341,0.14505741,0.00588071
2025-08,抖音购物车,True,396090.55000000,2876,164,164,308092.00000000,293272.00000000,290872.00000000,2400.00000000,28,4,2415.18628049,1.36173489,0.05702364,0.77783224,0.00973574,0.00139082
2025-08,拉伸-直播,True,192.72000000,2,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,0.00000000,0.00000000,0.00000000
2025-08,摄影存量,True,24087.37000000,239,12,12,23004.10000000,24041.00000000,22980.20000000,1060.80000000,1,0,2007.28083333,1.04817930,0.05020921,0.95502747,0.00418410,0.00000000
2025-08,摄影师路白-DY-短直视频,True,26107.17000000,782,19,19,39500.00000000,37420.00000000,37420.00000000,0.00000000,47,8,1374.06157895,0.69767958,0.02429668,1.51299432,0.06010230,0.01023018
2025-08,敬泽摄影师-DY-短直视频,True,1879.90000000,21,1,1,1880.00000000,1880.00000000,1880.00000000,0.00000000,5,1,1879.90000000,0.99994681,0.04761905,1.00005319,0.23809524,0.04761905
2025-08,旺年-SY-其他异业,True,0.00000000,5,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,易学-dy-短直视频,True,0.00000000,6,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,易尊-平台1,True,0.00000000,55,0,0,0.00000000,0.00000000,0.00000000,0.00000000,2,0,,,0.00000000,,0.03636364,0.00000000
2025-08,晓峰老师教音乐-sp-短直视频,True,21574.91000000,595,5,5,10900.00000000,10900.00000000,10900.00000000,0.00000000,1,0,4314.98200000,1.97934954,0.00840336,0.50521648,0.00168067,0.00000000
2025-08,晖正浩原-G-公众号,True,66701.71000000,824,29,29,55963.40000000,55882.00000000,55882.00000000,0.00000000,47,2,2300.05896552,1.19361709,0.03519417,0.83900997,0.05703883,0.00242718
2025-08,晟阳达投-sy-异业,True,0.00000000,18,0,0,0.00000000,0.00000000,0.00000000,0.00000000,1,0,,,0.00000000,,0.05555556,0.00000000
2025-08,晴天-SP-短直视频,True,0.00000000,27,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,未来时代-G-公众号,True,107346.88000000,1127,40,40,79611.00000000,79600.00000000,79600.00000000,0.00000000,44,1,2683.67200000,1.34857889,0.03549246,0.74162379,0.03904170,0.00088731
2025-08,本本图书-TS-其他异业,True,0.00000000,6,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,杭州乐潼-G-公众号,True,8877.96000000,140,6,6,13403.40000000,13399.00000000,13399.00000000,0.00000000,23,0,1479.66000000,0.66258377,0.04285714,1.50973872,0.16428571,0.00000000
2025-08,杭州垂牛-G-公众号,True,21301.54000000,256,10,10,19100.00000000,19100.00000000,19100.00000000,0.00000000,0,0,2130.15400000,1.11526387,0.03906250,0.89664879,0.00000000,0.00000000
2025-08,杭州真量-APP-垂直应用,True,44806.95000000,374,14,14,29252.00000000,27020.00000000,27020.00000000,0.00000000,2,0,3200.49642857,1.65828830,0.03743316,0.65284515,0.00534759,0.00000000
2025-08,杭州糖小果-G-公众号,True,0.00000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,,0.00000000,0.00000000
2025-08,欣姐食养记-SY-小绿书,True,0.00000000,200,4,4,7320.00000000,7320.00000000,7320.00000000,0.00000000,0,0,0.00000000,0.00000000,0.02000000,,0.00000000,0.00000000
2025-08,江西乐达-G-公众号,True,317409.01000000,2859,103,103,204670.09000000,207631.00000000,204181.69000000,3449.31000000,192,6,3081.64087379,1.55454199,0.03602658,0.64481500,0.06715635,0.00209864
2025-08,河北灵创-G-公众号,True,81996.92000000,674,22,22,44034.20000000,43798.00000000,43798.00000000,0.00000000,45,3,3727.13272727,1.87216129,0.03264095,0.53702261,0.06676558,0.00445104
2025-08,河北灵创-G-视频号,True,65886.47000000,604,13,13,30541.20000000,30440.00000000,30440.00000000,0.00000000,1,1,5068.19000000,2.16447011,0.02152318,0.46354282,0.00165563,0.00165563
2025-08,浙江挖财-SY-私域/社群,True,41.51000000,1,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,0.00000000,0.00000000,0.00000000
2025-08,海学吉米-G-公众号,True,2342.83000000,166,3,3,5180.70000000,5140.00000000,5140.00000000,0.00000000,15,1,780.94333333,0.45580350,0.01807229,2.21130001,0.09036145,0.00602410
2025-08,海波-H-小红书,True,41.51000000,2,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,0.00000000,0.00000000,0.00000000
2025-08,海波-SP-短直视频,True,110409.94000000,2102,55,55,95923.73000000,100092.00000000,95923.73000000,4168.27000000,11,2,2007.45345455,1.15101800,0.02616556,0.86879614,0.00523311,0.00095147
2025-08,湖南浩娱-DY-短直视频,True,80934.80000000,3899,32,32,57404.00000000,59284.00000000,57404.00000000,1880.00000000,3,0,2529.21250000,1.40991569,0.00820723,0.70926227,0.00076943,0.00000000
2025-08,湖南璟川科技有限公司,True,7999.57000000,81,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,,,0.00000000,0.00000000,0.00000000,0.00000000
2025-08,灵犀互动-H-小红书,True,0.00000000,1,1,1,2681.00000000,2680.00000000,2680.00000000,0.00000000,0,0,0.00000000,0.00000000,1.00000000,,0.00000000,0.00000000
